id,text,date,truthRating,ratingName,author,headline,named_entities_claim,named_entities_article,keywords,source,sourceURL,link,language
http://data.gesis.org/claimskg/claim_review/a12227fe-79a3-5d6b-8a8d-bd70634a9d30,"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of  'stand your ground.'",2013-07-21,1,FALSE,Instagram posts,"Are Jay Z, Justin Timberlake and Rihanna joining Stevie Wonder's Florida boycott?","AURN,Alicia Keys,American Urban Radio Networks,April Ryan,Bay Times,Beyoncé,Bruce Springsteen,Ciara, Kelly,Eddie Levert,Facebook,Frankie Beverly,George Clinton,George Zimmerman,George Zimmerman trial,Huffington Post,Instagram,Jay Z,Justin Timberlake,Kanye West,Kelly Rowland,Legends of the Summer,Madonna,Mahaffey Theater,Mary J. Blige,Mary Mary,Mother Jones,O’Jays,Parliament Funkadelic,Patti LaBelle,PolitiFact,Quebec City,R&B,R. Kelly,Rihanna,Rod Stewart,Rolling Stones,Stevie Wonder,Sun Life Stadium,Tampa Bay Times,Trayvon Martin,Trey Songz,Usher,Wonder camp,Wyclef Jean,Young Jeezy,blogosphere,but not,stand your ground,stand your ground' law,will.i.am","Jay Z,Justin Timberlake,Rihanna,Stevie Wonder",Crime,politifact,http://www.politifact.com,http://www.politifact.com/florida/statements/2013/jul/23/instagram-posts/are-jay-z-justin-timberlake-and-rihanna-joining-st/,English
http://data.gesis.org/claimskg/claim_review/c7f5d9c9-9956-5ae7-a54a-82e72e0b4d62,Facebook removed an image of 'Little Timmy' saluting the United States flag because 'non-Americans' found it offensive.,Unknown,1,FALSE,Unknown,Was ‘Little Timmy Salutes the Flag’ Banned by Facebook?,"Black Power,Facebook,Todd Kincannon,cognitive dissonance",Facebook,"american flag, facebook, little timmy, Southern Baptists for Todd Kincannon",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/little-timmy-facebook-flag/,English
http://data.gesis.org/claimskg/claim_review/3a6e6546-d294-5160-bca3-809807f18343,Image shows radioactive seepage spreading across the Pacific Ocean from the Fukushima nuclear plant.,Unknown,1,FALSE,Unknown,Fukushima Radioactive Water Leak Chart,"Antarctica,Chernobyl Nuclear Power Plant,Cs-137,Fukushima I Nuclear Power Plant,Fukushima disaster,Hawaii,Hawaii Department of Health,Hawaiian Islands,I-131,Japan,Kinjo,NOAA,National Oceanic and Atmospheric Administration,Pacific Ocean,TEPCO,Tepco,Tokyo,Tokyo Electric Power Company,U.S. Environmental Protection Agency,Ukraine,University of California, Berkeley,half life,half-life,isotope,nuclear disaster,nuclear fallout,radioactive,releases of radioactive materials,the Internet,tsunami,we have an emergency",Pacific Ocean,"ASP Article, fukushima, radiation",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/fukushima-emergency/,English
http://data.gesis.org/claimskg/claim_review/f4ba5995-9a48-5ecb-8f0d-f23a73d0fe08,Say Socialist candidate Norman Thomas said in 1944 that the Democratic Party had adopted the Socialist platform.,2018-10-12,1,FALSE,Bloggers,No evidence for Norman Thomas quote on Democrats embracing 1940s socialism,"1961 radio,Alexis de Tocqueville,American Civil Liberties Union,Christian Front,Democratic Party,Facebook,Facebook meme,Lou Cannon,Medicare,New York Public Library,Norman Thomas,PolitiFact,Ronald Reagan,Social Security Act,Socialist Party,pacifist,social democrat,socialized medicine,the Internet,two party system","Democratic Party,Norman Thomas","Corrections and Updates,Fake news",politifact,http://www.politifact.com,http://www.politifact.com/facebook-fact-checks/statements/2018/nov/02/blog-posting/no-evidence-norman-thomas-quote-democrats-embracin/,English
http://data.gesis.org/claimskg/claim_review/f03df534-6a14-5dc4-b0f8-1670ecd7f61d,Fox News included an image of singer Patti LaBelle instead of Aretha Franklin in a tribute piece after the latter's passing.,Unknown,3,TRUE,Unknown,Did Fox News Use an Image of Patti LaBelle During Their Aretha Franklin Tribute?,"Aretha Franklin,Fox News,Over the Rainbow,Patti LaBelle,Reuters,Somewhere Over the Rainbow,Twitter,White House,twitter","Aretha Franklin,Fox News,Patti LaBelle","aretha franklin, fox news, patti labelle",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/fox-patti-labelle-aretha-franklin/,English
http://data.gesis.org/claimskg/claim_review/24ba8308-8044-53c6-beb7-50660cb920f7,'I've cast a couple of 99-1 votes' and been the lone dissenter.,2007-09-07,3,TRUE,Fred Thompson,Federalist Fred,"Fred Thompson,Give me,No Child Left Behind Act,Samaritans,Sioux City, Iowa,Volunteer Protection Act",,Candidate Biography,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2007/sep/12/fred-thompson/federalist-fred/,English
http://data.gesis.org/claimskg/claim_review/e088d894-2c89-5513-9e13-36a4a6be187c,Photographs show House Minority Leader Nancy Pelosi scolding a fellow Democrat for standing during the State of the Union.,Unknown,1,FALSE,Unknown,Did Nancy Pelosi Scold a Democrat for Standing at the State of the Union Address?,"4chan,Linda Sanchez,Nancy Pelosi,Republican,State of the Union address,press time,state of the Union Address,to show","Democrat,Nancy Pelosi","4chan, linda sanchez, nancy pelosi, president trump, state of the union",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/pelosi-sanchez-state-of-union/,English
http://data.gesis.org/claimskg/claim_review/8d85da51-5e36-5bef-9a68-3a2d3ad2daef,Human trafficking rings are using job interviews to lure college students.,Unknown,1,FALSE,Unknown,Summer Job Interview or Human Trafficking Front?,"BuzzFeed,Cutco,Cutco Cutlery,Facebook,Fresno, California,Hobby Lobby,Humble, Texas,Jesse James,LGBTQ,Mike Flynt,Nixa, Missouri,Polaris Project,Southwestern Advantage,Twitter,Your Houston News,domestic violence,human trafficking,labor trafficking in the United States,runaways,sex trafficking,sexual assault,that that,tumblr",Human trafficking,human trafficking,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/interview-for-trafficking/,English
http://data.gesis.org/claimskg/claim_review/4ed05ab9-ea89-5055-a98e-efbdc62a1056,Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received 'harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.',2011-04-29,3,TRUE,Kim Simac,Wisconsin tea party leader says Democrat-hired telemarketer called recall petition signers,"Democrat,Eagle River,Jim Holperin,PolitiFact,Republican,Republican Party,Scott Walker,St. Cloud, Minn,Vilas County,Wisconsin,collective bargaining,recall election,what you’re",Jim Holperin,"Elections,State Budget",politifact,http://www.politifact.com,http://www.politifact.com/wisconsin/statements/2011/may/18/kim-simac/wisconsin-tea-party-leader-says-democrat-hired-tel/,English
http://data.gesis.org/claimskg/claim_review/e416efdb-20e1-52ba-a181-cf6dd02fb13a,A photograph shows an anti-fascist protester duct-taped to an electrical box by neo-Nazis.,Unknown,1,FALSE,Unknown,Did ‘Nazis’ Tape an Antifa Member to a Utility Box?,"Antifa,Instagram,antifa,m so,street art,the power",,,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/duct-tape-antifa/,English
http://data.gesis.org/claimskg/claim_review/431bdb02-b447-509d-a615-f75aa65137e5,TLC's Lisa 'Left-Eye' Lopes was murdered in a revenge killing.,Unknown,1,FALSE,Unknown,Was Lisa Lopes Murdered?,"FanMail,Honduras,Lisa Lopes,Lisa “Left Eye” Lopes,Mitsubishi Montero,San Pedro Sula,TLC,blunt head trauma,infant carrier,the keys","Lopes,TLC","Artists, music",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/lisa-lopes/,English
http://data.gesis.org/claimskg/claim_review/eabed287-a96a-56e6-823a-f66df26bb134,A roofer who foolishly ties his safety rope to the bumper of his wife’s car is dragged off the roof and down the street.,Unknown,1,FALSE,Unknown,Dragged Roofer,"Vanishing Hitchhiker,Weekly World News,a man,man on the roof,urban legend",,"ASP Article, Motoring Mishaps",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/man-over-clapboard/,English
http://data.gesis.org/claimskg/claim_review/7904c3c8-568e-51e5-b9ba-e816a60f2ab1,Says there were over 600 reports of Texas votes for Donald Trump in the state’s 2016 Republican primary virtually all getting tallied for Marco Rubio.,2016-04-06,1,FALSE,Committee to Restore America's Greatness,Pants on Fire: Claim there were over 600 reports of Trump votes getting counted for Marco Rubio,"2016 Republican National Convention,Arizona,Colorado,Dallas County,Donald J. Trump,Donald Trump,Frank Luntz,Hawaii,InfoWars.com,Iowa,James Dickey,John Kasich,Maine,Marco Rubio,Mike Joyce,New Yorker,Oklahoma,PolitiFact,Republican,Republican Party of Texas,Reuters,Roger Stone,Security Project,Ted Cruz,Texas,Texas secretary of state,Travis County,Utah,Wisconsin,security project,super PAC,the chairman","2016 Republican primary,Donald Trump,Marco Rubio,Republican,Texas",Elections,politifact,http://www.politifact.com,http://www.politifact.com/texas/statements/2016/apr/11/committee-restore-americas-greatness/pants-fire-claim-there-were-over-600-reports-trump/,English
http://data.gesis.org/claimskg/claim_review/08b6b991-df81-5dd0-a297-b574ddba6641,Hillary Clinton used a green screen to add fake audience members during her August 2016 speech in Nevada.,Unknown,1,FALSE,Unknown,Hillary Clinton Used Green Screen to Make a Fake Crowd in Nevada,"Barry Soetoro,Hillary Clinton,YouTube,green screen,no mob",Hillary Clinton,"clinton, clinton green screen, green screen, hillary clinton, nevada, politics",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/hillary-clinton-used-green-screen-to-make-a-fake-crowd-in-nevada/,English
http://data.gesis.org/claimskg/claim_review/c4499016-b3d4-543d-bd92-402797c3fb8d,The PGA officially has changed the golf term 'a bad lie' to 'a Hillary' in honor of Arnold Palmer.,Unknown,1,FALSE,Unknown,A Bad Lie,"Arnold Palmer,Golf Glossary,a bad,a “bad,jape","Arnold Palmer,a bad","arnold palmer, hillary clinton, pga",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/bad-lie-golf-joke/,English
http://data.gesis.org/claimskg/claim_review/28953e67-6f97-5cbe-9f0b-4f83435e14a2,A photograph shows two people with the darkest and lightest skin colors in the world.,Unknown,1,FALSE,Unknown,Image of ‘Lightest and Darkest Skin Colors’,"Papis Loveday,Shaun Ross",,"darkest, lightest, People, skin color",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/lightest-darkest-skin-colors/,English
http://data.gesis.org/claimskg/claim_review/ff7dbe69-23d9-52b4-b1a0-026bf75b8e58,Says Donald Trump's presidential victory was 'an electoral landslide.',2016-11-14,1,FALSE,Reince Priebus,"Despite losing popular vote, Donald Trump won in 'electoral landslide,' GOP's Reince Priebus says","ABC,Associated Press,Barack Obama,Boston University,Brit Hume,Bruce Schulman,Costas Panagopoulos,Donald Trump,Electoral College,Fordham University,Fox News,Good Morning America,Herb Asher,Hillary Clinton,Jimmy Carter,John F. Kennedy,John Woolley,Jonah Goldberg,Kellyanne Conway,Larry Sabato,Newt Gingrich,Ohio State University,Paul Ryan,PolitiFact,Political Wire,Politico,Politifact,Reince Priebus,Republican National Committee,Sabato’s Crystal Ball,Social Science Research Council,Taegan Goddard,University of California, Santa Barbara,University of Virginia,University of Wisconsin-Madison,conservative,political science,sign, seal",Donald Trump,"Elections,History,States",politifact,http://www.politifact.com,http://www.politifact.com/wisconsin/statements/2016/nov/21/reince-priebus/despite-losing-popular-vote-donald-trump-won-elect/,English
http://data.gesis.org/claimskg/claim_review/0289e122-c325-5952-9d4d-a6ce086bd549,'Kim Jong Un dead: North Koreans calling Trump an assassin',2017-07-06,1,FALSE,Bloggers,It's fake news that an American killed North Korea's leader Kim Jong Un,"Alaska,American sniper,CNN,Democratic People's Republic of Korea,Fake News,Hawaii,Iraq,Kim Jong Un,Korean Central News Agency,Kumsusan Palace of the Sun,North Korea,PolitiFact,Pyongyang,Saddam Hussein,United Press International,fake news,intercontinental ballistic missile,sniper rifle",Kim Jong Un,"Fake news,Foreign Policy",politifact,http://www.politifact.com,http://www.politifact.com/punditfact/statements/2017/jul/20/blog-posting/its-fake-news-american-killed-north-koreas-leader-/,English
http://data.gesis.org/claimskg/claim_review/8f365d32-4edc-5fda-9c50-825f55741421,"A nurse employed in a Zambian hospital swapped nearly 5,000 babies at birth and gave them to the 'wrong' parents.",Unknown,1,FALSE,Unknown,"Did a Maternity Ward Nurse Switch 5,000 Babies at Birth for ‘Fun’?","Columbus, Ohio,I am really sorry,Lusaka,Lusaka Times,Mwewa,Ndola,Zambia,habbit,switched at birth,that that",,zambian observer,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/zambia-nurse-swap-babies/,English
http://data.gesis.org/claimskg/claim_review/dfcc47d6-c9ee-50ef-842a-ccb4a76bbf2f,A woman stuck to a toilet seat provides a physician with an opportunity for the perfect bon mot.,Unknown,1,FALSE,Unknown,Woman Stuck to Painted Toilet Seat,"Associated Press,Commerce, Georgia,Home Depot,Loctite,Louisville, Colorado,Nederland, Colorado,Playboy,Rationale of the Dirty Joke,Rocky Mountain News,paper sack",,"ASP Article, Oddities",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/frame-job/,English
http://data.gesis.org/claimskg/claim_review/b4906de2-c57d-5e9b-8ada-fe342c974b8b,Chrysler dealerships owned by Republican donors were disproportionately targeted for closure at the behest of the Obama administration.,Unknown,1,FALSE,Unknown,Steve Rattner – Car Czar,"Barack Obama,Chrysler,FOX News,FOXNews,FOXNews.com,FiveThirtyEight,Macomb County,Macomb County, Michigan,Macomb Daily,Obama administration,Republican,Silver, Nate,Washington Examiner","Chrysler,Obama administration,Republican",ASP Article,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/car-czar/,English
http://data.gesis.org/claimskg/claim_review/74ed59e5-6428-5811-9188-a6798b597a33,Snapchat is using its 'Lenses' photo and video filtering technology to create a facial recognition database for use by law enforcement agencies.,Unknown,1,FALSE,Unknown,Is Snapchat Building a Facial Recognition Database for the Feds?,"Al Franken,Alison Booth,Biometric Information Privacy Act,CIA,Chrissy Teigen,Electronic Frontier Foundation,FBI,Facebook,Georgetown Law Center,Government Accountability Office,Instagram,Jennifer Lynch,Privacy Center,Snap Inc,Snapchat,Sophos,biometrics,class action,consumer privacy,facial recognition technology,snap chat,snapchat,to show,two million,video filters",Snapchat,"facial recognition, fbi, privacy, snapchat",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/snapchat-facial-recognition/,English
http://data.gesis.org/claimskg/claim_review/3242f739-bba1-56d8-80d7-2e8b18b1d665,Obama has 'visited more countries and met with more world leaders than any president in his first six months in office.',2009-11-19,3,TRUE,Chain email,Chain e-mail claims Obama has visited more countries in first six months of presidency than predecessors,"Barack Obama,Bill Clinton,Brendan Doherty,CBS News,George H.W. Bush,George W. Bush,Jimmy Carter,Lynn University,Mark Knoller,Obama administration,Panama,Ronald Reagan,Theodore Roosevelt,U.S. Department of State,U.S. Naval Academy,White House,achain,dataon,s international",,Foreign Policy,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2009/nov/20/chain-email/chain-e-mail-claims-obama-has-visited-more-countri/,English
http://data.gesis.org/claimskg/claim_review/6969e6c3-0068-56b9-bdb9-ded248b9cb6a,Image reproduces women’s housekeeping and grooming instructions from a 1949 Singer sewing manual.,Unknown,3,TRUE,Unknown,Advice from a 1949 Singer Sewing Manual,"Mary Brooks Picken,Singer Sewing Machine Company,needlework,textile arts",,"ASP Article, Documents",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/sewing-discontent/,English
http://data.gesis.org/claimskg/claim_review/798cd81f-fd24-5317-bd4e-b79c0283748f,Senator Ted Cruz claimed flooding in Texas was caused by Native American rain dances.,Unknown,1,FALSE,Unknown,Ted Cruz: The Texas Floods Were Caused by Native American Rain Dances,"Native American,Rain Dances,Ted Cruz,Twitter,fake news,fake news sites,rain dances,the “rain","Native American,Ted Cruz,Texas,rain dances","ASP Article, Not Necessarily The News",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/rain-schtick/,English
http://data.gesis.org/claimskg/claim_review/fef96ea1-027b-5c91-aa36-ddec33fd5355,"'(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.'",2012-08-09,1,FALSE,David Cicilline,U.S. Rep. David Cicilline says Republican Brendan Doherty wants to raise Social Security eligibility age without regard for workers in physically demanding jobs,"Alan Simpson,Bill Clinton,Brendan Doherty,David Cicilline,Democrat,Erskine Bowles,Facebook,National Commission on Fiscal Responsibility and Reform,PolitiFact,President Obama,Republican,Rhode Island State Police,Simpson-Bowles commission,Social Security trust fund,Twitter,White House chief of staff,Wyoming",,"Federal Budget,Health Care,Medicare,Social Security",politifact,http://www.politifact.com,http://www.politifact.com/rhode-island/statements/2012/aug/15/david-cicilline/says-brendan-doherty-wants-raise-social-security-e/,English
http://data.gesis.org/claimskg/claim_review/fdee04ca-96cd-540e-87e9-f5dbb5aca9ee,Warren Buffett says stop Obamacare now and start over.,2013-09-22,1,FALSE,Tom Graves,Rep. Graves wrong about Buffett's health law stance,"ABC,ABC News,Affordable Care Act,Barack Obama,Berkshire Hathaway,Berkshire Hathaway Inc,CNBC,Chicago Tribune,FactCheck.org,Georgia,Obamacare,Omaha World-Herald,PolitiFact,Politico,Republican,Tom Graves,Wall Street Journal,Warren Buffett,Washington Examiner,Weekly Standard,it. It,to show",Warren Buffett,Health Care,politifact,http://www.politifact.com,http://www.politifact.com/georgia/statements/2013/sep/27/tom-graves/rep-graves-wrong-about-buffetts-health-law-stance/,English
http://data.gesis.org/claimskg/claim_review/fb0c1678-b91a-5ab8-8afb-204c82ebc324,'It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.',2014-02-09,3,TRUE,Candy Crowley,CNN's Candy Crowley says it's unusual for a president or their family not to attend the Olympics,"2000 Summer games,Al Gore,Athens,Australia,Barbara Bush,Beijing,Bill Clinton,Billie Jean King,CNN,Candy Crowley,George H. W. Bush,George W. Bush,Greece,Janet Napolitano,Japan,Nagano,Russia,Salt Lake City,Salt Lake City, Utah,Sochi,Sydney,Tipper Gore,Vladimir Putin,White House,beach volleyball,behind the make-up",,Sports,politifact,http://www.politifact.com,http://www.politifact.com/punditfact/statements/2014/feb/09/candy-crowley/cnns-candy-crowley-says-its-unusual-president-or-t/,English
http://data.gesis.org/claimskg/claim_review/585e4e52-5035-58ce-9066-a029349f3a43,"Says Ted Cruz said, 'When gays stayed hidden we had no mass shootings; we had no public nudity. Society was polite. Now anything and everything goes and I blame them.'",2015-02-16,1,FALSE,Viral image,Ted Cruz didn’t blame gay people for mass shootings and public nudity,"Beto O’Rourke,Democrat,Facebook,PolitiFact,Political Action Committee,Teabaggers,Ted Cruz,Texas Senate,https,meme,pbs,public nudity,same-sex marriage,the speech","Ted Cruz,public nudity",Gays and Lesbians,politifact,http://www.politifact.com,http://www.politifact.com/facebook-fact-checks/statements/2018/sep/17/viral-image/ted-cruz-didnt-blame-gay-people-mass-shootings-and/,English
http://data.gesis.org/claimskg/claim_review/fd1e15bf-4e62-536c-8f29-06238f4e32ae,Some German states have banned Red Bull’s ‘Simply Cola’ drink after claiming it contains trace amounts of cocaine.,Unknown,3,TRUE,Unknown,Red Bull Cocaine,"Agence France Presse,Associated Press,Coca-Cola,Cocaine,Federal Institute for Risk Assessment,Hong Kong,Red Bull,Red Bull Cola,Red Bull Simply Cola,Red Bull: Cola,Simply Cola,St. Petersburg Times,Wall Street Journal,cocaine","Red Bull,Simply Cola,cocaine","ASP Article, potent potables",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/bull-snort/,English
http://data.gesis.org/claimskg/claim_review/59662f74-0020-5a2e-a76b-883eda614244,A photograph shows Norwegian police officers in their skintight Summer uniforms.,Unknown,1,FALSE,Unknown,Is This What Police Uniforms in Norway Look Like?,"Facebook,Flickr,Norway,Oslo,the internet",,"Norway, norwegian police, police uniforms",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/norwegian-police-officers/,English
http://data.gesis.org/claimskg/claim_review/fedcee5e-c99e-556d-b875-c5507954c7e2,Cesar Sayoc is a Democrat posing as a Republican.,2018-10-26,1,FALSE,Bloggers,Pipe bomb suspect's Florida voting records show only Republican affiliation,"2016 general election,Democrat,Donald Trump,Facebook,False flag,Miami-Dade County,PolitiFact,Republican,Republican Party,Republican Party of Florida,Social Security number,Washington Post,pipe bomb",Republican,Fake news,politifact,http://www.politifact.com,http://www.politifact.com/facebook-fact-checks/statements/2018/nov/05/blog-posting/pipe-bomb-suspects-florida-voting-records-show-onl/,English
http://data.gesis.org/claimskg/claim_review/271cde71-7324-5e83-9688-ed829d9a78e6,'Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed ‘watered-down’ HIV/AIDS drugs to patients in sub-Saharan Africa.',2016-09-19,1,FALSE,Daily Caller,Conservative website wrongly ties Clinton Foundation to bad HIV/AIDS drugs,"Africa Check,Bill Clinton,Clinton Foundation,Clinton Health Access Initiative,Daily Caller,Doctors Without Borders,Ellen 't Hoen,Food and Drug Administration,HIV/AIDS,Lyndsay Meyer,Marsha Blackburn,Medicines and Healthcare Products Regulatory Agency,PolitiFact,Republican,South Africa,The price,U.S. Food and Drug Administration,World Health Organization,acne,drug recall,epilepsy,generic drug,https,sub-Saharan Africa,the price,what do we know","Bill Clinton,Clinton Health Access Initiative,HIV/AIDS,sub-Saharan Africa","Consumer Safety,Corrections and Updates,Public Health",politifact,http://www.politifact.com,http://www.politifact.com/global-news/statements/2016/sep/23/daily-caller/conservative-website-wrongly-ties-clinton-foundati/,English
